farmer_id,farmer_name,phone,group_id,enrolled_date
F-00827,Otieno Wanyonyi,+254702363392,G-0083,2025-06-26
F-00828,Jepkosgei Simiyu,+254759298452,G-0083,2023-05-04
F-00829,Wasswa Wekesa,+254744678971,G-0084,2025-04-21
F-00830,Wanjiru Ntawukuriryayo,+254789508438,G-0084,2023-06-23
F-00831,Nanjala Ntawukuriryayo,+254784014216,G-0084,2024-12-02
F-00832,Wafula Kagabo,+254721948566,G-0084,2025-05-17
F-00833,Nekesa Sifuna,+254791151199,G-0084,2023-05-30
F-00834,Adhiambo Nsengimana,+254787331984,G-0084,2024-05-09
F-00835,Nakato Khaemba,+254758193160,G-0084,2025-06-01
F-00836,Masika Owor,+254746102757,G-0084,2025-01-23
F-00837,Twagirayezu Situma,+254712578941,G-0084,2024-07-18
F-00838,Ojok Kirya,+254755540299,G-0084,2024-03-25
F-00839,Okello Uwimana,+254731940654,G-0084,2023-09-16
F-00840,Jepkosgei Kagabo,+254764334904,G-0084,2023-05-29
F-00841,Auma Mutai,+254704823587,G-0084,2025-06-01
F-00842,Wafula Okello,+254793265249,G-0084,2023-10-09
F-00843,Wekesa Wekesa,+254730997310,G-0085,2024-05-02
F-00844,Chelimo Owor,+254776967948,G-0085,2024-09-29
F-00845,Wafula Rotich,+254794935183,G-0085,2023-09-17
F-00846,Auma Namulundu,+254719961692,G-0085,2025-04-02
F-00847,Cheruiyot Juma,+254798631384,G-0085,2023-06-10
F-00848,Chelimo Ntawukuriryayo,+254739214361,G-0085,2023-07-10
F-00849,Nafula Simiyu,+254781958371,G-0085,2023-11-14
F-00850,Uwase Otieno,+254797522253,G-0085,2024-07-10
F-00851,Twagirayezu Kagabo,+254718656771,G-0085,2023-06-23
F-00852,Nafula Situma,+254722970728,G-0085,2024-11-02
F-00853,Nasimiyu Wekesa,+254756491171,G-0085,2025-05-18
F-00854,Wanjiru Kagabo,+254792914451,G-0086,2024-07-19
F-00855,Auma Mukamurenzi,+254766737175,G-0086,2023-05-19
F-00856,Simiyu Wekesa,+254740248168,G-0086,2024-05-09
F-00857,Amongi Wanyonyi,+254726719522,G-0086,2024-12-21
F-00858,Twagirayezu Otieno,+254783352692,G-0086,2024-09-25
F-00859,Wanjiru Hakizimana,+254708301343,G-0086,2023-12-27
F-00860,Atieno Wangila,+254708326000,G-0086,2023-12-05
F-00861,Wasswa Ntawukuriryayo,+254742283726,G-0087,2024-05-04
F-00862,Nakato Sifuna,+254779801393,G-0087,2025-06-09
F-00863,Ingabire Situma,+254721050800,G-0087,2024-07-21
F-00864,Nakato Barasa,+254736424649,G-0087,2023-06-09
F-00865,Mutesi Wafula,+254771019867,G-0087,2024-02-20
F-00866,Amongi Nabukenya,+254727797012,G-0087,2024-08-29
F-00867,Barasa Juma,+254705249561,G-0087,2025-05-26
F-00868,Masika Wafula,+254724748992,G-0087,2023-11-05
F-00869,Nabirye Nabukenya,+254744966905,G-0088,2023-07-26
F-00870,Mugisha Namulundu,+254788609359,G-0088,2024-10-20
F-00871,Atieno Juma,+254708800799,G-0088,2025-02-01
F-00872,Wafula Situma,+254753362184,G-0088,2023-10-18
F-00873,Nekesa Okello,+254732227270,G-0088,2024-11-07
F-00874,Naliaka Bizimana,+254783183168,G-0088,2023-10-22
F-00875,Cheruiyot Kiplagat,+254740942566,G-0088,2023-06-05
F-00876,Masika Kirya,+254795599761,G-0088,2025-06-09
F-00877,Ingabire Nandwa,+254793175369,G-0088,2024-08-23
F-00878,Mutesi Hakizimana,+254705712876,G-0088,2024-09-24
F-00879,Kirabo Khaemba,+254730370018,G-0088,2025-03-04
F-00880,Chepkoech Wangila,+254749980877,G-0088,2025-04-19
F-00881,Niyonzima Makokha,+254706944087,G-0088,2023-03-17
F-00882,Kiptoo Watulo,+254763850287,G-0088,2024-06-29
F-00883,Uwase Ntawukuriryayo,+254731924012,G-0089,2024-04-20
F-00884,Nakato Masaba,+254782602439,G-0089,2023-03-08
F-00885,Nasimiyu Nsengimana,+254781319520,G-0089,2024-03-05
F-00886,Adhiambo Wanyama,+254767633228,G-0089,2023-07-30
F-00887,Okello Rotich,+254709361061,G-0089,2023-11-30
F-00888,Nafula Mukamurenzi,+254796105517,G-0089,2024-05-04
F-00889,Kiptoo Nsengimana,+254788575088,G-0089,2024-09-13
F-00890,Jepkosgei Rotich,+254767002998,G-0089,2023-08-08
F-00891,Mugisha Makokha,+254783989366,G-0089,2023-04-01
F-00892,Barasa Kirya,+254766639538,G-0090,2025-01-03
F-00893,Wanyama Omondi,+254703655176,G-0090,2023-03-29
F-00894,Were Omondi,+254789625046,G-0090,2023-11-23
F-00895,Jepkosgei Wanyonyi,+254705624706,G-0090,2024-02-02
F-00896,Mutesi Omondi,+254727047325,G-0090,2023-09-28
F-00897,Atieno Mutai,+254793484730,G-0090,2024-07-26
F-00898,Wasswa Mukamurenzi,+254733008256,G-0090,2023-08-24
F-00899,Jepkosgei Simiyu,+254736576163,G-0090,2024-08-11
F-00900,Wanjiru Bizimana,+254782770138,G-0090,2025-02-04
F-00901,Niyonzima Wekesa,+254714887337,G-0090,2023-12-03
F-00902,Wekesa Watulo,+254754194252,G-0090,2024-03-30
F-00903,Twagirayezu Simiyu,+254781384284,G-0090,2025-04-12
F-00904,Amongi Situma,+254764696211,G-0090,2024-05-12
F-00905,Simiyu Watulo,+254779453901,G-0090,2023-07-28
F-00906,Wasswa Nsengimana,+254793175521,G-0091,2024-08-19
F-00907,Otieno Masaba,+254795399740,G-0091,2025-03-20
F-00908,Ndayisenga Masaba,+254714037519,G-0091,2025-01-09
F-00909,Okello Simiyu,+254769919990,G-0091,2023-06-25
F-00910,Ingabire Juma,+254729260702,G-0091,2024-12-19
F-00911,Masika Hakizimana,+254707838869,G-0091,2025-03-19
F-00912,Nasimiyu Wanyama,+254786862637,G-0091,2025-03-14
F-00913,Nakato Cherop,+254744813740,G-0091,2023-12-06
F-00914,Wafula Namunyu,+254759933736,G-0091,2023-09-24
F-00915,Wasswa Mutai,+254710353889,G-0091,2024-12-11
F-00916,Mukamana Namulundu,+254759567835,G-0091,2023-07-28
F-00917,Simiyu Otieno,+254764752292,G-0092,2023-11-20
F-00918,Kiptoo Chemutai,+254744951160,G-0092,2024-09-12
F-00919,Okello Sifuna,+254705107108,G-0092,2023-03-12
F-00920,Simiyu Wafula,+254776889100,G-0092,2025-01-07
F-00921,Nakato Wanyonyi,+254758200640,G-0092,2023-08-10
F-00922,Nabirye Nandwa,+254766377167,G-0092,2023-05-18
F-00923,Chepkoech Situma,+254749835311,G-0092,2023-10-02
F-00924,Mukamana Juma,+254777102159,G-0092,2023-10-18
F-00925,Ingabire Rotich,+254794447633,G-0092,2025-04-12
F-00926,Kirabo Watulo,+254784302190,G-0092,2024-02-01
F-00927,Mutesi Chemutai,+254789427733,G-0092,2024-08-28
F-00928,Uwimana Cherop,+254738651467,G-0092,2024-05-23
F-00929,Atieno Situma,+254729920673,G-0093,2023-09-05
F-00930,Nasimiyu Cherop,+254766186607,G-0093,2023-07-04
F-00931,Masika Mukamurenzi,+254758490699,G-0093,2024-12-16
F-00932,Okello Nabukenya,+254706281434,G-0093,2024-04-04
F-00933,Masika Mutai,+254781656632,G-0093,2024-01-01
F-00934,Achieng Ntawukuriryayo,+254714058089,G-0093,2025-02-02
F-00935,Habimana Mutai,+254772795615,G-0093,2023-12-27
F-00936,Simiyu Wanyama,+254730382308,G-0093,2023-06-25
F-00937,Musimenta Nabukenya,+254756833742,G-0093,2024-05-22
F-00938,Mukamana Simiyu,+254758395338,G-0093,2023-10-17
F-00939,Namusoke Juma,+254751488730,G-0093,2024-01-27
F-00940,Nabirye Omondi,+254762496335,G-0093,2023-11-07
F-00941,Adhiambo Kiplagat,+254744693316,G-0093,2024-12-28
F-00942,Mutesi Situma,+254734211824,G-0093,2024-09-18
F-00943,Auma Sifuna,+254747286060,G-0094,2025-05-23
F-00944,Nekesa Namulundu,+254779690058,G-0094,2023-10-17
F-00945,Nasimiyu Masaba,+254775115706,G-0094,2024-11-28
F-00946,Namusoke Wangila,+254706634294,G-0094,2024-01-01
F-00947,Mutesi Owor,+254727176165,G-0094,2023-07-26
F-00948,Naliaka Chemutai,+254777358664,G-0094,2023-09-04
F-00949,Namusoke Rotich,+254750843408,G-0095,2023-08-15
F-00950,Twagirayezu Wafula,+254783428131,G-0095,2024-12-30
F-00951,Nafula Wangila,+254782705623,G-0095,2025-03-18
F-00952,Nekesa Simiyu,+254786699189,G-0095,2024-12-03
F-00953,Adhiambo Owor,+254766191494,G-0095,2023-03-28
F-00954,Ndayisenga Owor,+254722370505,G-0095,2023-10-30
F-00955,Okello Nsengimana,+254799948793,G-0095,2025-06-28
F-00956,Kirabo Juma,+254795617292,G-0095,2023-10-21
F-00957,Atieno Wafula,+254798250370,G-0095,2025-01-27
F-00958,Habimana Wekesa,+254704433911,G-0096,2023-10-26
F-00959,Adhiambo Nsengimana,+254737165236,G-0096,2023-03-28
F-00960,Mukamana Makokha,+254792245735,G-0096,2024-10-29
F-00961,Mugisha Sifuna,+254719696459,G-0096,2023-08-27
F-00962,Wanyama Mukamurenzi,+254754533992,G-0096,2023-11-29
F-00963,Uwimana Owor,+254733107322,G-0096,2024-10-25
F-00964,Wekesa Wekesa,+254787969335,G-0096,2023-08-28
F-00965,Mutesi Namulundu,+254737538818,G-0096,2024-05-15
F-00966,Chepkoech Chemutai,+254729812336,G-0096,2025-03-28
F-00967,Ndayisenga Kagabo,+254718713193,G-0096,2023-09-17
F-00968,Kipruto Namunyu,+254719757687,G-0096,2023-06-06
F-00969,Wanjiru Nabukenya,+254718447179,G-0096,2025-03-25
F-00970,Achieng Mukamurenzi,+254774156037,G-0097,2024-07-24
F-00971,Nekesa Wekesa,+254778089492,G-0097,2025-02-23
F-00972,Amongi Khaemba,+254784262231,G-0097,2023-08-07
F-00973,Nafula Hakizimana,+254765869268,G-0097,2023-10-12
F-00974,Uwase Chemutai,+254713243921,G-0097,2023-07-01
F-00975,Barasa Wanyonyi,+254704399596,G-0097,2025-06-16
F-00976,Naliaka Simiyu,+254797306954,G-0098,2024-02-22
F-00977,Niyonzima Wanyama,+254715284659,G-0098,2023-12-12
F-00978,Wanyama Masaba,+254747956037,G-0098,2023-03-20
F-00979,Wasswa Kirya,+254716198111,G-0098,2025-03-17
F-00980,Chelimo Makokha,+254719561146,G-0098,2025-03-10
F-00981,Kirabo Simiyu,+254706961920,G-0098,2024-09-07
F-00982,Mutesi Juma,+254757437640,G-0098,2023-04-17
F-00983,Barasa Wanyonyi,+254759074621,G-0098,2024-04-27
F-00984,Wasswa Rotich,+254751684677,G-0099,2024-08-11
F-00985,Mugisha Watulo,+254715857229,G-0099,2024-03-15
F-00986,Odhiambo Khaemba,+254737754916,G-0099,2023-05-17
F-00987,Habimana Nsengimana,+254786322100,G-0099,2024-08-31
F-00988,Jepkosgei Bizimana,+254786468403,G-0099,2024-05-19
F-00989,Otieno Cherop,+254799456729,G-0099,2024-06-01
F-00990,Cheruiyot Wafula,+254758574763,G-0099,2023-08-23
F-00991,Wafula Kiplagat,+254726900565,G-0099,2024-08-03
F-00992,Wafula Rotich,+254751504519,G-0099,2024-05-29
F-00993,Cheruiyot Wanyama,+254783406450,G-0099,2023-08-18
F-00994,Ndayisenga Barasa,+254727369785,G-0099,2024-02-11
F-00995,Kiptoo Makokha,+254760583470,G-0099,2024-01-22
F-00996,Amongi Chemutai,+254760039749,G-0099,2023-05-10
F-00997,Kipruto Masaba,+254710089671,G-0099,2023-08-20
F-00998,Mutesi Barasa,+254705948014,G-0100,2024-05-11
F-00999,Habimana Barasa,+254765096324,G-0100,2024-06-08
F-01000,Odhiambo Wangila,+254768786408,G-0100,2024-01-09
F-01001,Chepkoech Kagabo,+254749866209,G-0100,2024-09-05
F-01002,Atieno Owor,+254740240705,G-0100,2024-01-25
F-01003,Nakato Nsengimana,+254764515837,G-0100,2023-07-07
F-01004,Nafula Omondi,+254780292747,G-0100,2025-03-01
F-01005,Nafula Mutai,+254794011973,G-0101,2023-05-23
F-01006,Nabirye Kiplagat,+254714438162,G-0101,2023-08-15
F-01007,Habimana Masaba,+254718628332,G-0101,2024-05-04
F-01008,Achieng Barasa,+254747884183,G-0101,2025-06-19
F-01009,Auma Bizimana,+254762111016,G-0101,2024-03-24
F-01010,Atieno Bizimana,+254750460873,G-0101,2025-01-27
F-01011,Nekesa Omondi,+254736229940,G-0101,2025-04-20
F-01012,Mutesi Otieno,+254741366950,G-0102,2025-02-04
F-01013,Nafula Watulo,+254766633220,G-0102,2023-12-19
F-01014,Atieno Okello,+254745195888,G-0102,2025-02-21
F-01015,Barasa Situma,+254794254679,G-0102,2024-09-29
F-01016,Namusoke Uwimana,+254733430817,G-0102,2024-10-05
F-01017,Ojok Okello,+254735933208,G-0102,2024-09-22
F-01018,Nakato Watulo,+254795611661,G-0102,2025-02-15
F-01019,Namusoke Mutai,+254777495971,G-0102,2024-02-20
F-01020,Jepkosgei Wekesa,+254776248064,G-0102,2024-09-13
F-01021,Were Ntawukuriryayo,+254762132294,G-0102,2024-11-06
F-01022,Nanjala Kirya,+254777066771,G-0102,2023-10-01
F-01023,Achieng Nabukenya,+254773659781,G-0102,2025-06-25
F-01024,Nakato Wafula,+254738872301,G-0103,2023-07-03
F-01025,Nekesa Kiplagat,+254724334985,G-0103,2024-06-11
F-01026,Habimana Otieno,+254701387330,G-0103,2025-04-09
F-01027,Were Namulundu,+254786916601,G-0103,2023-04-16
F-01028,Naliaka Cherop,+254735994959,G-0103,2024-01-21
F-01029,Nakato Wanyama,+254727904894,G-0103,2024-02-05
F-01030,Nakato Mutai,+254766842866,G-0103,2024-08-26
F-01031,Mukamana Nsengimana,+254703049110,G-0103,2025-06-12
F-01032,Nakato Wafula,+254772472881,G-0103,2023-05-20
F-01033,Ojok Omondi,+254765108273,G-0104,2025-04-07
F-01034,Wanjiru Owor,+254772300947,G-0104,2024-03-31
F-01035,Wafula Kirya,+254724866749,G-0104,2025-04-21
F-01036,Barasa Nsengimana,+254759934317,G-0104,2024-12-20
F-01037,Kirabo Bizimana,+254750956567,G-0104,2025-05-31
F-01038,Jepkosgei Makokha,+254710290464,G-0104,2023-05-05
F-01039,Kipruto Wangila,+254737874072,G-0105,2023-12-18
F-01040,Uwimana Situma,+254734946750,G-0105,2024-04-09
F-01041,Nakato Wafula,+254756763305,G-0105,2025-02-11
F-01042,Nakato Otieno,+254720234227,G-0105,2025-05-05
F-01043,Masika Nabukenya,+254760609612,G-0105,2023-04-03
F-01044,Niyonzima Omondi,+254734166436,G-0105,2025-03-12
F-01045,Chelimo Wekesa,+254715635122,G-0105,2024-07-12
F-01046,Ndayisenga Owor,+254759778459,G-0106,2023-11-26
F-01047,Nakato Namulundu,+254718046671,G-0106,2025-02-01
F-01048,Otieno Namunyu,+254713080804,G-0106,2023-04-21
F-01049,Nekesa Kirya,+254776783971,G-0106,2023-04-28
F-01050,Jepkosgei Makokha,+254753481885,G-0106,2023-09-21
F-01051,Kirabo Wekesa,+254754500187,G-0106,2023-04-23
F-01052,Auma Kagabo,+254768998995,G-0106,2023-03-08
F-01053,Mukamana Owor,+254738945852,G-0106,2024-04-06
F-01054,Ingabire Khaemba,+254787440440,G-0106,2024-05-20
F-01055,Chepkoech Uwimana,+254718669089,G-0106,2024-08-05
F-01056,Kirabo Khaemba,+254708047223,G-0106,2023-04-17
F-01057,Chelimo Hakizimana,+254723155573,G-0106,2023-09-26
F-01058,Okello Wanyonyi,+254736734737,G-0106,2024-08-01
F-01059,Auma Wekesa,+254726912747,G-0107,2024-07-16
F-01060,Namusoke Otieno,+254744226082,G-0107,2025-03-28
F-01061,Okello Mutai,+254760275256,G-0107,2024-11-15
F-01062,Nanjala Namulundu,+254728299378,G-0107,2024-09-29
F-01063,Auma Hakizimana,+254719312429,G-0107,2024-09-11
F-01064,Wekesa Owor,+254705525073,G-0107,2025-03-26
F-01065,Niyonzima Otieno,+254771649575,G-0107,2025-04-08
F-01066,Namusoke Sifuna,+254764722075,G-0107,2023-08-02
F-01067,Wasswa Simiyu,+254762622621,G-0107,2025-02-18
F-01068,Nekesa Makokha,+254768995288,G-0107,2025-02-27
F-01069,Odhiambo Owor,+254714511940,G-0107,2023-07-26
F-01070,Wekesa Cherop,+254701919270,G-0108,2023-03-15
F-01071,Masika Otieno,+254779781306,G-0108,2023-12-26
F-01072,Mugisha Kiplagat,+254776030699,G-0108,2024-01-04
F-01073,Jepkosgei Watulo,+254752128887,G-0108,2023-06-05
F-01074,Ingabire Bizimana,+254719733211,G-0108,2024-07-27
F-01075,Kipruto Barasa,+254726069746,G-0108,2024-11-16
F-01076,Cheruiyot Kagabo,+254752906600,G-0109,2024-07-31
F-01077,Cheruiyot Nsengimana,+254750758036,G-0109,2024-11-14
F-01078,Nabirye Nandwa,+254782349360,G-0109,2024-05-02
F-01079,Wanjiru Bizimana,+254786294203,G-0109,2024-08-18
F-01080,Cheruiyot Uwimana,+254780467904,G-0109,2024-09-18
F-01081,Uwase Simiyu,+254778861705,G-0109,2023-07-10
F-01082,Naliaka Hakizimana,+254753362393,G-0110,2024-01-16
F-01083,Habimana Ntawukuriryayo,+254775314527,G-0110,2024-08-24
F-01084,Ingabire Nsengimana,+254789059338,G-0110,2024-08-27
F-01085,Uwimana Juma,+254731215874,G-0110,2024-07-07
F-01086,Wanyama Nandwa,+254701874608,G-0110,2023-12-13
F-01087,Nasimiyu Masaba,+254733272171,G-0110,2024-02-19
F-01088,Nasimiyu Khaemba,+254759674452,G-0110,2023-10-09
F-01089,Kipruto Watulo,+254777415106,G-0110,2024-10-01
F-01090,Cheruiyot Uwimana,+254787843019,G-0110,2025-03-14
F-01091,Wafula Namulundu,+254740366156,G-0110,2024-01-24
F-01092,Masika Uwimana,+254742134490,G-0110,2025-02-04
F-01093,Habimana Situma,+254725852544,G-0110,2024-11-17
F-01094,Mugisha Wanyonyi,+254765776807,G-0110,2023-06-01
F-01095,Ingabire Okello,+254795741374,G-0110,2025-03-02
F-01096,Nabirye Simiyu,+254793652264,G-0111,2023-08-04
F-01097,Namusoke Owor,+254731272925,G-0111,2024-01-30
F-01098,Otieno Wanyonyi,+254791608551,G-0111,2024-11-13
F-01099,Twagirayezu Kirya,+254785986945,G-0111,2023-05-29
F-01100,Barasa Wafula,+254742477058,G-0111,2025-06-24
F-01101,Simiyu Otieno,+254731847091,G-0111,2023-03-31
F-01102,Wekesa Wafula,+254714135572,G-0111,2024-06-10
F-01103,Chepkoech Nandwa,+254778671749,G-0111,2023-11-14
F-01104,Ingabire Chemutai,+254737444695,G-0111,2024-03-05
F-01105,Otieno Bizimana,+254798512983,G-0111,2023-04-10
F-01106,Barasa Juma,+254714517691,G-0111,2023-03-23
F-01107,Wasswa Wangila,+254760352911,G-0111,2024-08-19
F-01108,Odhiambo Chemutai,+254714166727,G-0112,2025-04-30
F-01109,Barasa Wekesa,+254723935848,G-0112,2025-03-09
F-01110,Ingabire Mukamurenzi,+254722059257,G-0112,2024-06-20
F-01111,Twagirayezu Kirya,+254724414477,G-0112,2023-07-12
F-01112,Adhiambo Mutai,+254752014365,G-0112,2023-11-09
F-01113,Ojok Ntawukuriryayo,+254765423743,G-0112,2023-10-02
F-01114,Ingabire Wanyonyi,+254790001463,G-0112,2025-03-04
F-01115,Auma Kiplagat,+254769793132,G-0112,2025-03-03
F-01116,Niyonzima Barasa,+254744945034,G-0112,2024-10-19
F-01117,Nasimiyu Chemutai,+254799481097,G-0112,2024-11-23
F-01118,Nafula Ntawukuriryayo,+254750278922,G-0112,2023-06-04
F-01119,Amongi Okello,+254760349706,G-0113,2025-05-25
F-01120,Uwase Chemutai,+254776271521,G-0113,2023-06-19
F-01121,Nanjala Nabukenya,+254783400620,G-0113,2025-06-10
F-01122,Niyonzima Barasa,+254746280259,G-0113,2023-05-18
F-01123,Ingabire Masaba,+254750364588,G-0113,2023-06-13
F-01124,Wanyama Masaba,+254731584671,G-0113,2025-01-14
F-01125,Uwimana Wanyonyi,+254766128741,G-0113,2025-03-20
F-01126,Nabirye Bizimana,+254716918340,G-0113,2024-10-11
F-01127,Cheruiyot Kiplagat,+254742166055,G-0114,2024-12-23
F-01128,Were Chemutai,+254716638878,G-0114,2025-03-30
F-01129,Wafula Situma,+254764125435,G-0114,2025-01-08
F-01130,Amongi Kirya,+254730520763,G-0114,2024-07-26
F-01131,Chepkoech Okello,+254793630163,G-0114,2023-05-11
F-01132,Nakato Ntawukuriryayo,+254709596441,G-0114,2023-08-11
F-01133,Twagirayezu Barasa,+254713507119,G-0114,2025-02-16
F-01134,Wekesa Simiyu,+254751890621,G-0114,2024-11-24
F-01135,Naliaka Kagabo,+254721950634,G-0114,2024-07-22
F-01136,Atieno Situma,+254762194632,G-0114,2024-02-18
F-01137,Nafula Nandwa,+254761843495,G-0114,2023-10-09
F-01138,Nakato Nsengimana,+254722345979,G-0115,2023-04-15
F-01139,Kiptoo Simiyu,+254796747475,G-0115,2024-05-28
F-01140,Nekesa Wanyonyi,+254759973528,G-0115,2023-12-17
F-01141,Adhiambo Barasa,+254715501460,G-0115,2025-03-06
F-01142,Were Mutai,+254740755925,G-0115,2024-07-10
F-01143,Nasimiyu Omondi,+254700501656,G-0115,2024-04-15
F-01144,Mugisha Wanyonyi,+254721055375,G-0115,2024-09-19
F-01145,Amongi Barasa,+254759173645,G-0115,2023-06-16
F-01146,Otieno Barasa,+254792456674,G-0115,2024-11-15
F-01147,Auma Watulo,+254784791600,G-0115,2025-01-01
F-01148,Amongi Wanyonyi,+250789195616,G-0116,2023-03-13
F-01149,Chelimo Owor,+250781344793,G-0116,2024-01-23
F-01150,Amongi Nabukenya,+250780599603,G-0116,2023-08-17
F-01151,Kipruto Kirya,+250788263313,G-0116,2023-12-23
F-01152,Achieng Namulundu,+250784222188,G-0116,2023-11-24
F-01153,Wasswa Simiyu,+250784850758,G-0116,2024-08-15
F-01154,Nanjala Ntawukuriryayo,+250786090200,G-0116,2024-02-08
F-01155,Uwase Bizimana,+250788527696,G-0117,2024-03-07
F-01156,Okello Nsengimana,+250789073687,G-0117,2025-03-30
F-01157,Wasswa Situma,+250787189038,G-0117,2024-03-04
F-01158,Otieno Cherop,+250786949872,G-0117,2023-12-13
F-01159,Naliaka Sifuna,+250786743675,G-0117,2024-11-20
F-01160,Wanjiru Wafula,+250781231021,G-0117,2024-07-23
F-01161,Wanyama Masaba,+250786728002,G-0117,2023-05-21
F-01162,Kipruto Namulundu,+250781669498,G-0117,2024-04-02
F-01163,Kipruto Rotich,+250789324316,G-0117,2024-05-08
F-01164,Naliaka Wanyama,+250781313054,G-0117,2024-03-30
F-01165,Amongi Kagabo,+250786870463,G-0117,2025-03-05
F-01166,Wafula Kiplagat,+250781508511,G-0117,2024-11-25
F-01167,Uwimana Nandwa,+250780330144,G-0118,2023-05-06
F-01168,Amongi Uwimana,+250783591593,G-0118,2024-01-02
F-01169,Uwase Wafula,+250789722839,G-0118,2024-12-03
F-01170,Okello Nandwa,+250782270423,G-0118,2024-11-19
F-01171,Masika Nandwa,+250780652312,G-0118,2025-03-07
F-01172,Nasimiyu Simiyu,+250786473052,G-0118,2023-11-10
F-01173,Kiptoo Namunyu,+250780953288,G-0118,2024-12-07
F-01174,Nasimiyu Wafula,+250782351990,G-0118,2023-11-29
F-01175,Nanjala Juma,+250783892802,G-0118,2023-10-21
F-01176,Masika Nsengimana,+250787143545,G-0118,2023-11-16
F-01177,Auma Kagabo,+250780522519,G-0118,2024-03-26
F-01178,Mugisha Rotich,+250789727329,G-0119,2024-07-19
F-01179,Uwase Chemutai,+250785357750,G-0119,2024-12-16
F-01180,Wafula Hakizimana,+250786981956,G-0119,2024-05-24
F-01181,Simiyu Omondi,+250784910859,G-0119,2024-04-22
F-01182,Auma Bizimana,+250788795010,G-0119,2024-02-27
F-01183,Ingabire Otieno,+250787431393,G-0119,2023-03-14
F-01184,Naliaka Namunyu,+250789331087,G-0119,2023-08-14
F-01185,Habimana Makokha,+250780784050,G-0119,2023-09-03
F-01186,Kiptoo Kiplagat,+250783249411,G-0119,2024-05-22
F-01187,Naliaka Watulo,+250781872111,G-0119,2023-09-28
F-01188,Niyonzima Wekesa,+250784269411,G-0119,2023-04-12
F-01189,Ojok Cherop,+250786922743,G-0119,2023-09-19
F-01190,Twagirayezu Wanyonyi,+250788389108,G-0119,2024-07-03
F-01191,Nabirye Sifuna,+250786282076,G-0119,2023-09-27
F-01192,Mutesi Kagabo,+250785250812,G-0120,2023-03-10
F-01193,Auma Omondi,+250784546912,G-0120,2023-05-31
F-01194,Uwase Namunyu,+250782792798,G-0120,2024-12-27
F-01195,Cheruiyot Kagabo,+250781853344,G-0120,2023-10-03
F-01196,Atieno Namunyu,+250782612478,G-0120,2023-05-28
F-01197,Niyonzima Namunyu,+250784330820,G-0120,2024-11-28
F-01198,Masika Wanyama,+250788662874,G-0121,2023-06-05
F-01199,Nanjala Kagabo,+250786632083,G-0121,2024-08-12
F-01200,Wasswa Omondi,+250785669145,G-0121,2024-01-16
F-01201,Auma Wanyonyi,+250786911298,G-0121,2024-05-06
F-01202,Otieno Otieno,+250781415699,G-0121,2024-08-24
F-01203,Kirabo Owor,+250788642311,G-0121,2025-04-28
F-01204,Mutesi Cherop,+250789307520,G-0121,2024-09-14
F-01205,Musimenta Wanyonyi,+250783085561,G-0121,2024-05-09
F-01206,Ingabire Kagabo,+250784805472,G-0121,2023-05-06
F-01207,Chelimo Barasa,+250788859518,G-0121,2025-04-15
F-01208,Nafula Chemutai,+250788349634,G-0121,2024-02-22
F-01209,Naliaka Nabukenya,+250788803773,G-0122,2023-03-24
F-01210,Mugisha Wanyama,+250783234970,G-0122,2024-02-14
F-01211,Twagirayezu Owor,+250780306254,G-0122,2025-05-07
F-01212,Chelimo Kagabo,+250789960319,G-0122,2023-07-21
F-01213,Uwimana Barasa,+250786972520,G-0122,2023-10-24
F-01214,Mukamana Okello,+250782361568,G-0122,2023-06-01
F-01215,Simiyu Omondi,+250785892923,G-0122,2023-11-03
F-01216,Wafula Kirya,+250782709740,G-0122,2025-01-17
F-01217,Jepkosgei Ntawukuriryayo,+250780685661,G-0122,2024-09-17
F-01218,Uwimana Simiyu,+250785738440,G-0122,2025-06-20
F-01219,Chepkoech Wangila,+250787343000,G-0122,2025-03-31
F-01220,Wanjiru Juma,+250781779864,G-0123,2025-04-21
F-01221,Achieng Omondi,+250784308149,G-0123,2024-05-26
F-01222,Jepkosgei Cherop,+250786336784,G-0123,2023-08-24
F-01223,Okello Barasa,+250787132715,G-0123,2024-02-01
F-01224,Nabirye Namunyu,+250785359542,G-0123,2025-02-08
F-01225,Okello Masaba,+250781033780,G-0123,2025-02-03
F-01226,Auma Owor,+250787677756,G-0123,2023-11-27
F-01227,Nabirye Uwimana,+250787264297,G-0123,2024-02-22
F-01228,Uwase Namulundu,+250785583688,G-0123,2025-06-05
F-01229,Nanjala Kiplagat,+250784986911,G-0124,2023-12-12
F-01230,Namusoke Owor,+250782027693,G-0124,2023-03-09
F-01231,Nakato Barasa,+250782119009,G-0124,2023-05-29
F-01232,Wekesa Uwimana,+250787826052,G-0124,2025-05-24
F-01233,Nekesa Mukamurenzi,+250782876867,G-0124,2024-07-06
F-01234,Ingabire Otieno,+250789699309,G-0124,2025-06-09
F-01235,Niyonzima Rotich,+250780887235,G-0124,2024-08-31
F-01236,Nanjala Omondi,+250783949554,G-0124,2024-03-01
F-01237,Otieno Otieno,+250781747207,G-0124,2025-05-17
F-01238,Nanjala Wekesa,+250782902595,G-0125,2023-12-05
F-01239,Were Wafula,+250786014135,G-0125,2025-06-28
F-01240,Were Rotich,+250787713631,G-0125,2024-02-12
F-01241,Kirabo Wekesa,+250781554307,G-0125,2025-02-14
